skill_a,skill_b,month,pair_postings,postings_a,postings_b,postings_that_month,confidence_a_to_b,lift
hadoop,hive,2024-05-01,112,708,586,2880,0.15819209039548024,0.7774628333429745
hadoop,java,2024-05-01,74,708,329,2880,0.10451977401129943,0.9149451342022564
hadoop,kafka,2024-05-01,89,708,586,2880,0.12570621468926554,0.6178052872100422
hadoop,kubernetes,2024-05-01,86,708,473,2880,0.12146892655367232,0.7395993836671803
hadoop,powerbi,2024-05-01,81,708,370,2880,0.11440677966101695,0.8905176362803482
hadoop,python,2024-05-01,89,708,585,2880,0.12570621468926554,0.6188613646240765
hadoop,scala,2024-05-01,74,708,329,2880,0.10451977401129943,0.9149451342022564
hadoop,spark,2024-05-01,89,708,840,2880,0.12570621468926554,0.43099273607748184
hadoop,sql,2024-05-01,89,708,585,2880,0.12570621468926554,0.6188613646240765
hadoop,tableau,2024-05-01,89,708,584,2880,0.12570621468926554,0.6199210587415834
hadoop,terraform,2024-05-01,75,708,330,2880,0.1059322033898305,0.9244992295839753
hive,airflow,2024-05-01,555,586,2625,2880,0.947098976109215,1.0391028766455388
hive,aws,2024-05-01,82,586,582,2880,0.13993174061433447,0.6924457267513459
hive,azure,2024-05-01,81,586,571,2880,0.13822525597269625,0.6971781737326886
hive,databricks,2024-05-01,59,586,472,2880,0.10068259385665529,0.6143344709897611
hive,dbt,2024-05-01,16,586,304,2880,0.027303754266211604,0.2586671456798994
hive,docker,2024-05-01,75,586,465,2880,0.12798634812286688,0.7926896399867885
hive,gcp,2024-05-01,81,586,570,2880,0.13822525597269625,0.6984012933357284
hive,hadoop,2024-05-01,112,586,708,2880,0.19112627986348124,0.7774628333429745
hive,java,2024-05-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,kafka,2024-05-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
hive,kubernetes,2024-05-01,75,586,473,2880,0.12798634812286688,0.7792826270483227
hive,powerbi,2024-05-01,54,586,370,2880,0.09215017064846416,0.7172770039664238
hive,python,2024-05-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
hive,scala,2024-05-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
hive,snowflake,2024-05-01,68,586,608,2880,0.11604095563139932,0.5496676845697862
hive,spark,2024-05-01,113,586,840,2880,0.19283276450511946,0.6611409068746953
hive,sql,2024-05-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
hive,tableau,2024-05-01,82,586,584,2880,0.13993174061433447,0.69007433727617
hive,terraform,2024-05-01,51,586,330,2880,0.08703071672354949,0.7595408004964319
java,airflow,2024-05-01,298,329,2625,2880,0.9057750759878419,0.9937646547980894
java,aws,2024-05-01,50,329,582,2880,0.1519756838905775,0.752044621314198
java,azure,2024-05-01,50,329,571,2880,0.1519756838905775,0.7665323460680616
java,databricks,2024-05-01,60,329,472,2880,0.182370820668693,1.1127711091649064
java,dbt,2024-05-01,16,329,304,2880,0.0486322188449848,0.46072628379459285
java,docker,2024-05-01,28,329,465,2880,0.0851063829787234,0.5271105010295127
java,gcp,2024-05-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
java,hadoop,2024-05-01,74,329,708,2880,0.22492401215805471,0.9149451342022564
java,hive,2024-05-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,kafka,2024-05-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
java,kubernetes,2024-05-01,29,329,473,2880,0.08814589665653495,0.5367022883104031
java,powerbi,2024-05-01,23,329,370,2880,0.06990881458966565,0.5441550973465867
java,python,2024-05-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
java,scala,2024-05-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
java,snowflake,2024-05-01,68,329,608,2880,0.2066869300911854,0.9790433530635099
java,spark,2024-05-01,82,329,840,2880,0.24924012158054712,0.854537559704733
java,sql,2024-05-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
java,tableau,2024-05-01,51,329,584,2880,0.15501519756838905,0.7644585085564392
java,terraform,2024-05-01,20,329,330,2880,0.060790273556231005,0.5305332964907433
kafka,airflow,2024-05-01,555,586,2625,2880,0.947098976109215,1.0391028766455388
kafka,aws,2024-05-01,82,586,582,2880,0.13993174061433447,0.6924457267513459
kafka,azure,2024-05-01,81,586,571,2880,0.13822525597269625,0.6971781737326886
kafka,databricks,2024-05-01,194,586,472,2880,0.3310580204778157,2.020015040203621
kafka,dbt,2024-05-01,52,586,304,2880,0.08873720136518772,0.8406682234596731
kafka,docker,2024-05-01,75,586,465,2880,0.12798634812286688,0.7926896399867885
kafka,gcp,2024-05-01,81,586,570,2880,0.13822525597269625,0.6984012933357284
kafka,hadoop,2024-05-01,89,586,708,2880,0.15187713310580206,0.6178052872100422
kafka,hive,2024-05-01,82,586,586,2880,0.13993174061433447,0.6877191347598691
kafka,java,2024-05-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,kubernetes,2024-05-01,75,586,473,2880,0.12798634812286688,0.7792826270483227
kafka,powerbi,2024-05-01,54,586,370,2880,0.09215017064846416,0.7172770039664238
kafka,python,2024-05-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
kafka,scala,2024-05-01,51,586,329,2880,0.08703071672354949,0.7618494351483968
kafka,snowflake,2024-05-01,68,586,608,2880,0.11604095563139932,0.5496676845697862
kafka,spark,2024-05-01,113,586,840,2880,0.19283276450511946,0.6611409068746953
kafka,sql,2024-05-01,82,586,585,2880,0.13993174061433447,0.6888947230244159
kafka,tableau,2024-05-01,82,586,584,2880,0.13993174061433447,0.69007433727617
kafka,terraform,2024-05-01,51,586,330,2880,0.08703071672354949,0.7595408004964319
kubernetes,airflow,2024-05-01,442,473,2625,2880,0.9344608879492601,1.0252370884929025
kubernetes,aws,2024-05-01,75,473,582,2880,0.15856236786469344,0.7846385213922975
kubernetes,azure,2024-05-01,74,473,571,2880,0.15644820295983086,0.7890907609882888
kubernetes,databricks,2024-05-01,45,473,472,2880,0.09513742071881606,0.5804995162504031
kubernetes,dbt,2024-05-01,52,473,304,2880,0.10993657505285412,1.0415043952375653
kubernetes,docker,2024-05-01,46,473,465,2880,0.09725158562367865,0.6023324012821387
kubernetes,gcp,2024-05-01,73,473,570,2880,0.1543340380549683,0.7797930343829976
kubernetes,hadoop,2024-05-01,86,473,708,2880,0.18181818181818182,0.7395993836671803
kubernetes,hive,2024-05-01,75,473,586,2880,0.15856236786469344,0.7792826270483227
kubernetes,java,2024-05-01,29,473,329,2880,0.0613107822410148,0.5367022883104031
kubernetes,kafka,2024-05-01,75,473,586,2880,0.15856236786469344,0.7792826270483227
kubernetes,powerbi,2024-05-01,32,473,370,2880,0.06765327695560254,0.5265984800868522
kubernetes,python,2024-05-01,75,473,585,2880,0.15856236786469344,0.7806147341031062
kubernetes,scala,2024-05-01,29,473,329,2880,0.0613107822410148,0.5367022883104031
kubernetes,snowflake,2024-05-01,68,473,608,2880,0.14376321353065538,0.6809836430399466
kubernetes,spark,2024-05-01,106,473,840,2880,0.22410147991543342,0.7683479311386288
kubernetes,sql,2024-05-01,75,473,585,2880,0.15856236786469344,0.7806147341031062
kubernetes,tableau,2024-05-01,60,473,584,2880,0.12684989429175475,0.625561122534681
kubernetes,terraform,2024-05-01,29,473,330,2880,0.0613107822410148,0.5350759177397655
powerbi,airflow,2024-05-01,311,370,2625,2880,0.8405405405405405,0.9221930501930502
powerbi,aws,2024-05-01,53,370,582,2880,0.14324324324324325,0.7088325438840902
powerbi,azure,2024-05-01,53,370,571,2880,0.14324324324324325,0.7224878118047996
powerbi,databricks,2024-05-01,60,370,472,2880,0.16216216216216217,0.9894640403114979
powerbi,dbt,2024-05-01,66,370,304,2880,0.1783783783783784,1.689900426742532
powerbi,docker,2024-05-01,41,370,465,2880,0.11081081081081082,0.686312118570183
powerbi,gcp,2024-05-01,53,370,570,2880,0.14324324324324325,0.7237553342816501
powerbi,hadoop,2024-05-01,81,370,708,2880,0.21891891891891893,0.8905176362803482
powerbi,hive,2024-05-01,54,370,586,2880,0.14594594594594595,0.7172770039664238
powerbi,java,2024-05-01,23,370,329,2880,0.062162162162162166,0.5441550973465867
powerbi,kafka,2024-05-01,54,370,586,2880,0.14594594594594595,0.7172770039664238
powerbi,kubernetes,2024-05-01,32,370,473,2880,0.08648648648648649,0.5265984800868522
powerbi,python,2024-05-01,53,370,585,2880,0.14324324324324325,0.7051975051975052
powerbi,scala,2024-05-01,23,370,329,2880,0.062162162162162166,0.5441550973465867
powerbi,snowflake,2024-05-01,98,370,608,2880,0.2648648648648649,1.2546230440967283
powerbi,spark,2024-05-01,112,370,840,2880,0.3027027027027027,1.037837837837838
powerbi,sql,2024-05-01,53,370,585,2880,0.14324324324324325,0.7051975051975052
powerbi,tableau,2024-05-01,68,370,584,2880,0.1837837837837838,0.9063309885227694
powerbi,terraform,2024-05-01,23,370,330,2880,0.062162162162162166,0.5425061425061425
python,airflow,2024-05-01,554,585,2625,2880,0.947008547008547,1.039003663003663
python,aws,2024-05-01,82,585,582,2880,0.14017094017094017,0.6936293946603225
python,azure,2024-05-01,81,585,571,2880,0.13846153846153847,0.6983699312946248
python,databricks,2024-05-01,59,585,472,2880,0.10085470085470086,0.6153846153846154
python,dbt,2024-05-01,164,585,304,2880,0.28034188034188035,2.6558704453441297
python,docker,2024-05-01,74,585,465,2880,0.1264957264957265,0.7834574028122415
python,gcp,2024-05-01,81,585,570,2880,0.13846153846153847,0.6995951417004048
python,hadoop,2024-05-01,89,585,708,2880,0.15213675213675212,0.6188613646240765
python,hive,2024-05-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
python,java,2024-05-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
python,kafka,2024-05-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
python,kubernetes,2024-05-01,75,585,473,2880,0.1282051282051282,0.7806147341031062
python,powerbi,2024-05-01,53,585,370,2880,0.0905982905982906,0.7051975051975052
python,scala,2024-05-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
python,snowflake,2024-05-01,308,585,608,2880,0.5264957264957265,2.493927125506073
python,spark,2024-05-01,113,585,840,2880,0.19316239316239317,0.6622710622710622
python,sql,2024-05-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
python,tableau,2024-05-01,82,585,584,2880,0.14017094017094017,0.6912539515279241
python,terraform,2024-05-01,51,585,330,2880,0.08717948717948718,0.7608391608391608
scala,airflow,2024-05-01,298,329,2625,2880,0.9057750759878419,0.9937646547980894
scala,aws,2024-05-01,50,329,582,2880,0.1519756838905775,0.752044621314198
scala,azure,2024-05-01,50,329,571,2880,0.1519756838905775,0.7665323460680616
scala,databricks,2024-05-01,52,329,472,2880,0.1580547112462006,0.964401627942919
scala,dbt,2024-05-01,52,329,304,2880,0.1580547112462006,1.4973604223324268
scala,docker,2024-05-01,28,329,465,2880,0.0851063829787234,0.5271105010295127
scala,gcp,2024-05-01,50,329,570,2880,0.1519756838905775,0.7678771396576548
scala,hadoop,2024-05-01,74,329,708,2880,0.22492401215805471,0.9149451342022564
scala,hive,2024-05-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,java,2024-05-01,20,329,329,2880,0.060790273556231005,0.5321458597019614
scala,kafka,2024-05-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
scala,kubernetes,2024-05-01,29,329,473,2880,0.08814589665653495,0.5367022883104031
scala,powerbi,2024-05-01,23,329,370,2880,0.06990881458966565,0.5441550973465867
scala,python,2024-05-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
scala,snowflake,2024-05-01,68,329,608,2880,0.2066869300911854,0.9790433530635099
scala,spark,2024-05-01,82,329,840,2880,0.24924012158054712,0.854537559704733
scala,sql,2024-05-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
scala,tableau,2024-05-01,51,329,584,2880,0.15501519756838905,0.7644585085564392
scala,terraform,2024-05-01,20,329,330,2880,0.060790273556231005,0.5305332964907433
snowflake,airflow,2024-05-01,353,608,2625,2880,0.5805921052631579,0.6369924812030076
snowflake,aws,2024-05-01,68,608,582,2880,0.1118421052631579,0.5534454693434617
snowflake,azure,2024-05-01,68,608,571,2880,0.1118421052631579,0.5641072909945617
snowflake,dbt,2024-05-01,304,608,304,2880,0.5,4.7368421052631575
snowflake,docker,2024-05-01,68,608,465,2880,0.1118421052631579,0.6926994906621392
snowflake,gcp,2024-05-01,68,608,570,2880,0.1118421052631579,0.5650969529085873
snowflake,hive,2024-05-01,68,608,586,2880,0.1118421052631579,0.5496676845697862
snowflake,java,2024-05-01,68,608,329,2880,0.1118421052631579,0.9790433530635099
snowflake,kafka,2024-05-01,68,608,586,2880,0.1118421052631579,0.5496676845697862
snowflake,kubernetes,2024-05-01,68,608,473,2880,0.1118421052631579,0.6809836430399466
snowflake,powerbi,2024-05-01,98,608,370,2880,0.1611842105263158,1.2546230440967283
snowflake,python,2024-05-01,308,608,585,2880,0.506578947368421,2.493927125506073
snowflake,scala,2024-05-01,68,608,329,2880,0.1118421052631579,0.9790433530635099
snowflake,spark,2024-05-01,338,608,840,2880,0.555921052631579,1.906015037593985
snowflake,sql,2024-05-01,128,608,585,2880,0.21052631578947367,1.0364372469635628
snowflake,tableau,2024-05-01,308,608,584,2880,0.506578947368421,2.498197548666186
snowflake,terraform,2024-05-01,68,608,330,2880,0.1118421052631579,0.9760765550239234
spark,airflow,2024-05-01,585,840,2625,2880,0.6964285714285714,0.7640816326530612
spark,aws,2024-05-01,113,840,582,2880,0.13452380952380952,0.6656848306332842
spark,azure,2024-05-01,112,840,571,2880,0.13333333333333333,0.6725043782837128
spark,databricks,2024-05-01,112,840,472,2880,0.13333333333333333,0.8135593220338984
spark,dbt,2024-05-01,178,840,304,2880,0.2119047619047619,2.007518796992481
spark,docker,2024-05-01,105,840,465,2880,0.125,0.7741935483870968
spark,gcp,2024-05-01,112,840,570,2880,0.13333333333333333,0.6736842105263158
spark,hadoop,2024-05-01,89,840,708,2880,0.10595238095238095,0.43099273607748184
spark,hive,2024-05-01,113,840,586,2880,0.13452380952380952,0.6611409068746953
spark,java,2024-05-01,82,840,329,2880,0.09761904761904762,0.854537559704733
spark,kafka,2024-05-01,113,840,586,2880,0.13452380952380952,0.6611409068746953
spark,kubernetes,2024-05-01,106,840,473,2880,0.1261904761904762,0.7683479311386288
spark,powerbi,2024-05-01,112,840,370,2880,0.13333333333333333,1.037837837837838
spark,python,2024-05-01,113,840,585,2880,0.13452380952380952,0.6622710622710622
spark,scala,2024-05-01,82,840,329,2880,0.09761904761904762,0.854537559704733
spark,snowflake,2024-05-01,338,840,608,2880,0.4023809523809524,1.906015037593985
spark,sql,2024-05-01,113,840,585,2880,0.13452380952380952,0.6622710622710622
spark,tableau,2024-05-01,323,840,584,2880,0.38452380952380955,1.8962818003913895
spark,terraform,2024-05-01,82,840,330,2880,0.09761904761904762,0.8519480519480519
sql,airflow,2024-05-01,554,585,2625,2880,0.947008547008547,1.039003663003663
sql,aws,2024-05-01,82,585,582,2880,0.14017094017094017,0.6936293946603225
sql,azure,2024-05-01,81,585,571,2880,0.13846153846153847,0.6983699312946248
sql,databricks,2024-05-01,59,585,472,2880,0.10085470085470086,0.6153846153846154
sql,dbt,2024-05-01,48,585,304,2880,0.08205128205128205,0.7773279352226721
sql,docker,2024-05-01,74,585,465,2880,0.1264957264957265,0.7834574028122415
sql,gcp,2024-05-01,81,585,570,2880,0.13846153846153847,0.6995951417004048
sql,hadoop,2024-05-01,89,585,708,2880,0.15213675213675212,0.6188613646240765
sql,hive,2024-05-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,java,2024-05-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,kafka,2024-05-01,82,585,586,2880,0.14017094017094017,0.6888947230244159
sql,kubernetes,2024-05-01,75,585,473,2880,0.1282051282051282,0.7806147341031062
sql,powerbi,2024-05-01,53,585,370,2880,0.0905982905982906,0.7051975051975052
sql,python,2024-05-01,82,585,585,2880,0.14017094017094017,0.6900723208415516
sql,scala,2024-05-01,51,585,329,2880,0.08717948717948718,0.7631517418751461
sql,snowflake,2024-05-01,128,585,608,2880,0.2188034188034188,1.0364372469635628
sql,spark,2024-05-01,113,585,840,2880,0.19316239316239317,0.6622710622710622
sql,tableau,2024-05-01,82,585,584,2880,0.14017094017094017,0.6912539515279241
sql,terraform,2024-05-01,51,585,330,2880,0.08717948717948718,0.7608391608391608
tableau,airflow,2024-05-01,343,584,2625,2880,0.5873287671232876,0.6443835616438356
tableau,aws,2024-05-01,81,584,582,2880,0.1386986301369863,0.6863437367603445
tableau,azure,2024-05-01,81,584,571,2880,0.1386986301369863,0.6995657702180745
tableau,databricks,2024-05-01,60,584,472,2880,0.10273972602739725,0.6268864638959832
tableau,dbt,2024-05-01,144,584,304,2880,0.2465753424657534,2.335976928622927
tableau,docker,2024-05-01,73,584,465,2880,0.125,0.7741935483870968
tableau,gcp,2024-05-01,81,584,570,2880,0.1386986301369863,0.7007930785868781
tableau,hadoop,2024-05-01,89,584,708,2880,0.1523972602739726,0.6199210587415834
tableau,hive,2024-05-01,82,584,586,2880,0.1404109589041096,0.69007433727617
tableau,java,2024-05-01,51,584,329,2880,0.08732876712328767,0.7644585085564392
tableau,kafka,2024-05-01,82,584,586,2880,0.1404109589041096,0.69007433727617
tableau,kubernetes,2024-05-01,60,584,473,2880,0.10273972602739725,0.625561122534681
tableau,powerbi,2024-05-01,68,584,370,2880,0.11643835616438356,0.9063309885227694
tableau,python,2024-05-01,82,584,585,2880,0.1404109589041096,0.6912539515279241
tableau,scala,2024-05-01,51,584,329,2880,0.08732876712328767,0.7644585085564392
tableau,snowflake,2024-05-01,308,584,608,2880,0.5273972602739726,2.498197548666186
tableau,spark,2024-05-01,323,584,840,2880,0.553082191780822,1.8962818003913895
tableau,sql,2024-05-01,82,584,585,2880,0.1404109589041096,0.6912539515279241
tableau,terraform,2024-05-01,51,584,330,2880,0.08732876712328767,0.7621419676214197
terraform,airflow,2024-05-01,299,330,2625,2880,0.906060606060606,0.9940779220779221
terraform,aws,2024-05-01,51,330,582,2880,0.15454545454545454,0.7647610121836926
terraform,azure,2024-05-01,50,330,571,2880,0.15151515151515152,0.7642095207769464
terraform,databricks,2024-05-01,45,330,472,2880,0.13636363636363635,0.8320493066255779
terraform,dbt,2024-05-01,16,330,304,2880,0.048484848484848485,0.45933014354066987
terraform,docker,2024-05-01,29,330,465,2880,0.08787878787878788,0.5442815249266862
terraform,gcp,2024-05-01,50,330,570,2880,0.15151515151515152,0.7655502392344498
terraform,hadoop,2024-05-01,75,330,708,2880,0.22727272727272727,0.9244992295839753
terraform,hive,2024-05-01,51,330,586,2880,0.15454545454545454,0.7595408004964319
terraform,java,2024-05-01,20,330,329,2880,0.06060606060606061,0.5305332964907433
terraform,kafka,2024-05-01,51,330,586,2880,0.15454545454545454,0.7595408004964319
terraform,kubernetes,2024-05-01,29,330,473,2880,0.08787878787878788,0.5350759177397655
terraform,powerbi,2024-05-01,23,330,370,2880,0.0696969696969697,0.5425061425061425
terraform,python,2024-05-01,51,330,585,2880,0.15454545454545454,0.7608391608391608
terraform,scala,2024-05-01,20,330,329,2880,0.06060606060606061,0.5305332964907433
terraform,snowflake,2024-05-01,68,330,608,2880,0.20606060606060606,0.9760765550239234
terraform,spark,2024-05-01,82,330,840,2880,0.24848484848484848,0.8519480519480519
terraform,sql,2024-05-01,51,330,585,2880,0.15454545454545454,0.7608391608391608
terraform,tableau,2024-05-01,51,330,584,2880,0.15454545454545454,0.7621419676214197
airflow,aws,2024-06-01,220,1793,404,2880,0.12269938650306748,0.8746886958634513
airflow,azure,2024-06-01,201,1793,329,2880,0.1121026213050753,0.9813238582328779
airflow,databricks,2024-06-01,406,1793,490,2880,0.22643614054657,1.3308899689267788
airflow,dbt,2024-06-01,315,1793,315,2880,0.17568321249302846,1.6062465142219744
airflow,docker,2024-06-01,209,1793,341,2880,0.1165644171779141,0.9844736700070166
airflow,gcp,2024-06-01,202,1793,330,2880,0.11266034578918015,0.9832175632510267
airflow,hadoop,2024-06-01,310,1793,670,2880,0.17289459007250418,0.7431886856847941
airflow,hive,2024-06-01,210,1793,457,2880,0.11712214166201897,0.7381001487672092
airflow,java,2024-06-01,443,1793,586,2880,0.24707194645844952,1.2142785081916974
airflow,kafka,2024-06-01,570,1793,1657,2880,0.31790295593976575,0.5525410459303111
airflow,kubernetes,2024-06-01,300,1793,442,2880,0.16731734523145567,1.0902125662140096
airflow,powerbi,2024-06-01,443,1793,586,2880,0.24707194645844952,1.2142785081916974
airflow,python,2024-06-01,232,1793,585,2880,0.1293920803123257,0.6370071646145266
airflow,scala,2024-06-01,443,1793,586,2880,0.24707194645844952,1.2142785081916974
airflow,snowflake,2024-06-01,630,1793,630,2880,0.3513664249860569,1.6062465142219744
airflow,spark,2024-06-01,232,1793,573,2880,0.1293920803123257,0.6503476287949355
airflow,sql,2024-06-01,232,1793,585,2880,0.1293920803123257,0.6370071646145266
airflow,tableau,2024-06-01,443,1793,586,2880,0.24707194645844952,1.2142785081916974
airflow,terraform,2024-06-01,443,1793,585,2880,0.24707194645844952,1.21635419794929
aws,airflow,2024-06-01,220,404,1793,2880,0.5445544554455446,0.8746886958634513
aws,azure,2024-06-01,25,404,329,2880,0.06188118811881188,0.5416955069367119
aws,databricks,2024-06-01,55,404,490,2880,0.13613861386138615,0.800161648817943
aws,dbt,2024-06-01,53,404,315,2880,0.1311881188118812,1.1994342291371993
aws,docker,2024-06-01,25,404,341,2880,0.06188118811881188,0.5226329084521355
aws,gcp,2024-06-01,25,404,330,2880,0.06188118811881188,0.54005400540054
aws,hadoop,2024-06-01,72,404,670,2880,0.1782178217821782,0.7660706369144377
aws,hive,2024-06-01,33,404,457,2880,0.08168316831683169,0.5147648244036658
aws,java,2024-06-01,56,404,586,2880,0.13861386138613863,0.6812421856520123
aws,kafka,2024-06-01,253,404,1657,2880,0.6262376237623762,1.0884516333347276
aws,kubernetes,2024-06-01,32,404,442,2880,0.07920792079207921,0.5161059092334572
aws,powerbi,2024-06-01,56,404,586,2880,0.13861386138613863,0.6812421856520123
aws,python,2024-06-01,70,404,585,2880,0.17326732673267325,0.853008377760853
aws,scala,2024-06-01,56,404,586,2880,0.13861386138613863,0.6812421856520123
aws,snowflake,2024-06-01,69,404,630,2880,0.1707920792079208,0.7807637906647807
aws,spark,2024-06-01,69,404,573,2880,0.1707920792079208,0.8584313928775077
aws,sql,2024-06-01,70,404,585,2880,0.17326732673267325,0.853008377760853
aws,tableau,2024-06-01,56,404,586,2880,0.13861386138613863,0.6812421856520123
aws,terraform,2024-06-01,56,404,585,2880,0.13861386138613863,0.6824067022086824
azure,airflow,2024-06-01,201,329,1793,2880,0.6109422492401215,0.9813238582328779
azure,aws,2024-06-01,25,329,404,2880,0.07598784194528875,0.5416955069367119
azure,databricks,2024-06-01,46,329,490,2880,0.1398176291793313,0.8217852490540289
azure,dbt,2024-06-01,16,329,315,2880,0.0486322188449848,0.44463742943986106
azure,docker,2024-06-01,20,329,341,2880,0.060790273556231005,0.5134193191845903
azure,gcp,2024-06-01,20,329,330,2880,0.060790273556231005,0.5305332964907433
azure,hadoop,2024-06-01,72,329,670,2880,0.2188449848024316,0.9407068003447806
azure,hive,2024-06-01,28,329,457,2880,0.0851063829787234,0.5363378183341869
azure,java,2024-06-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
azure,kafka,2024-06-01,178,329,1657,2880,0.541033434650456,0.9403598622771956
azure,kubernetes,2024-06-01,27,329,442,2880,0.08206686930091185,0.5347343520059414
azure,powerbi,2024-06-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
azure,python,2024-06-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
azure,scala,2024-06-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
azure,snowflake,2024-06-01,69,329,630,2880,0.20972644376899696,0.9587494572297004
azure,spark,2024-06-01,50,329,573,2880,0.1519756838905775,0.7638568404971435
azure,sql,2024-06-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
azure,tableau,2024-06-01,51,329,586,2880,0.15501519756838905,0.7618494351483968
azure,terraform,2024-06-01,51,329,585,2880,0.15501519756838905,0.7631517418751461
databricks,airflow,2024-06-01,406,490,1793,2880,0.8285714285714286,1.3308899689267788
databricks,aws,2024-06-01,55,490,404,2880,0.11224489795918367,0.800161648817943
databricks,azure,2024-06-01,46,490,329,2880,0.09387755102040816,0.8217852490540289
databricks,docker,2024-06-01,61,490,341,2880,0.12448979591836734,1.0514094200730146
databricks,gcp,2024-06-01,61,490,330,2880,0.12448979591836734,1.0864564007421151
databricks,hive,2024-06-01,61,490,457,2880,0.12448979591836734,0.7845308801857723
databricks,java,2024-06-01,60,490,586,2880,0.12244897959183673,0.6017970328062966
databricks,kafka,2024-06-01,145,490,1657,2880,0.29591836734693877,0.5143300530833939
databricks,kubernetes,2024-06-01,60,490,442,2880,0.12244897959183673,0.7978576045802936
databricks,powerbi,2024-06-01,165,490,586,2880,0.336734693877551,1.6549418402173155
databricks,python,2024-06-01,145,490,585,2880,0.29591836734693877,1.456828885400314
databricks,scala,2024-06-01,60,490,586,2880,0.12244897959183673,0.6017970328062966
databricks,spark,2024-06-01,61,490,573,2880,0.12448979591836734,0.6257078747729459
databricks,sql,2024-06-01,61,490,585,2880,0.12448979591836734,0.61287284144427
databricks,tableau,2024-06-01,285,490,586,2880,0.5816326530612245,2.8585359058299087
databricks,terraform,2024-06-01,60,490,585,2880,0.12244897959183673,0.6028257456828885
dbt,airflow,2024-06-01,315,315,1793,2880,1.0,1.6062465142219744
dbt,aws,2024-06-01,53,315,404,2880,0.16825396825396827,1.1994342291371993
dbt,azure,2024-06-01,16,315,329,2880,0.050793650793650794,0.44463742943986106
dbt,docker,2024-06-01,20,315,341,2880,0.06349206349206349,0.5362379555927943
dbt,gcp,2024-06-01,54,315,330,2880,0.17142857142857143,1.4961038961038962
dbt,hive,2024-06-01,16,315,457,2880,0.050793650793650794,0.32010003125976866
dbt,java,2024-06-01,31,315,586,2880,0.09841269841269841,0.48366650414431983
dbt,kafka,2024-06-01,53,315,1657,2880,0.16825396825396827,0.29243900336235884
dbt,kubernetes,2024-06-01,99,315,442,2880,0.3142857142857143,2.0478345184227535
dbt,powerbi,2024-06-01,60,315,586,2880,0.19047619047619047,0.9361287176986836
dbt,python,2024-06-01,59,315,585,2880,0.1873015873015873,0.9221001221001222
dbt,scala,2024-06-01,166,315,586,2880,0.526984126984127,2.589956118966358
dbt,snowflake,2024-06-01,315,315,630,2880,1.0,4.571428571428571
dbt,spark,2024-06-01,53,315,573,2880,0.16825396825396827,0.8456743954126154
dbt,sql,2024-06-01,16,315,585,2880,0.050793650793650794,0.25006105006105006
dbt,tableau,2024-06-01,24,315,586,2880,0.0761904761904762,0.37445148707947346
dbt,terraform,2024-06-01,144,315,585,2880,0.45714285714285713,2.2505494505494505
docker,airflow,2024-06-01,209,341,1793,2880,0.6129032258064516,0.9844736700070166
docker,aws,2024-06-01,25,341,404,2880,0.07331378299120235,0.5226329084521355
docker,azure,2024-06-01,20,341,329,2880,0.05865102639296188,0.5134193191845903
docker,databricks,2024-06-01,61,341,490,2880,0.17888563049853373,1.0514094200730146
docker,dbt,2024-06-01,20,341,315,2880,0.05865102639296188,0.5362379555927943
docker,gcp,2024-06-01,21,341,330,2880,0.06158357771260997,0.5374566782191416
docker,hadoop,2024-06-01,72,341,670,2880,0.21114369501466276,0.9076027487197443
docker,hive,2024-06-01,32,341,457,2880,0.093841642228739,0.5913871545268453
docker,java,2024-06-01,53,341,586,2880,0.15542521994134897,0.7638645621690872
docker,kafka,2024-06-01,182,341,1657,2880,0.533724340175953,0.927656065001053
docker,kubernetes,2024-06-01,35,341,442,2880,0.10263929618768329,0.6687809344355834
